name,acc_test,acc_train,disp_impact,stat_parity,avg_odds,equal_opport,false_discovery_rate,entropy_index,acc_test_clf,acc_test_priv,acc_test_unpriv,consistency,counterfactual
pnad_raca_lr_orig,0.877,0.8914559863767356,0.2976463190046265,-0.12602407405168628,-0.12030438577175727,-0.1939393939393939,0.08662741799831791,0.06701036675590921,0.877,0.8336980306345733,0.9134438305709024,0.9161999999999998,-0.059080962800875284
pnad_raca_lr_usd-1,0.854,0.8727158108462143,1.8283482568108211,0.052564769031758884,0.2148026501229238,0.38350168350168345,0.2851669403393541,0.08175720868014262,0.854,0.7964989059080962,0.9023941068139963,0.9169999999999999,0.17067833698030632
pnad_raca_lr_usd0,0.868,0.8853975635315693,0.742606434839129,-0.02872444600263549,0.0687088824038312,0.136026936026936,0.1673202614379085,0.07332056217649974,0.868,0.8140043763676149,0.9134438305709024,0.9253999999999999,0.07221006564551423
pnad_raca_lr_rw,0.869,0.8850700812156144,0.7900928327131957,-0.02250645776160483,0.07261322167176022,0.136026936026936,0.21029281277728482,0.07282226588413655,0.869,0.8183807439824945,0.9116022099447514,0.9285999999999999,0.07658643326039387
pnad_raca_gb_orig,0.881,0.8949682342153523,0.2636401961436908,-0.13373711973757912,-0.12791732497978853,-0.20303030303030306,0.018535681186283626,0.06493379244702015,0.881,0.8358862144420132,0.9189686924493554,0.9053999999999998,-0.05251641137855581
pnad_raca_gb_usd-1,0.852,0.8735918260413937,2.1508082668303663,0.06799086040354463,0.2547388216541874,0.4572390572390572,0.2705314009661836,0.08253053104680495,0.852,0.7921225382932167,0.9023941068139963,0.9049999999999998,0.17067833698030635
pnad_raca_gb_usd0,0.87,0.8915214828399266,0.5932735561392386,-0.05428952532933577,0.0253907122235122,0.06296296296296294,0.1399161265726268,0.07152557718424621,0.87,0.8183807439824945,0.9134438305709024,0.9133999999999999,0.043763676148796476
pnad_raca_gb_rw,0.871,0.8910711946554886,0.5837046278144122,-0.05647770913677559,0.043527851132030684,0.10909090909090907,0.06564141035258814,0.07087616786808541,0.871,0.811816192560175,0.9208103130755064,0.9081999999999999,0.04157549234135666
pnad_raca_rf_orig,0.849,0.8624246790673303,0.5610804174340085,-0.008643930510052349,0.006409700274730947,0.01077441077441077,0.16666666666666666,0.08892489792198568,0.849,0.7789934354485777,0.9079189686924494,0.984,-0.015317286652078776
pnad_raca_rf_usd-1,0.843,0.8573732643437254,2.805402087170043,0.011851654839190656,0.05424593584102787,0.10235690235690235,0.3,0.09309018716677683,0.843,0.7658643326039387,0.9079189686924494,0.9856,0.015317286652078774
pnad_raca_rf_usd0,0.846,0.8685076630861933,0.5826604334891627,-0.01187180386135861,0.02018702491996811,0.047811447811447805,-0.0854700854700855,0.09090094055129026,0.846,0.7702407002188184,0.9097605893186004,0.98,0.0
pnad_raca_rf_rw,0.844,0.8611229368614095,0.1683241252302026,-0.018198596822096222,-0.0207269622255213,-0.03569023569023569,-0.2,0.09240388038447854,0.844,0.7724288840262582,0.9042357274401474,0.9842,0.0
pnad_raca_svm_orig,0.876,0.8935764343725439,0.3570511747307327,-0.09285475375880009,-0.058990037691793305,-0.08451178451178448,0.048701298701298745,0.06885189039195276,0.876,0.824945295404814,0.9189686924493554,0.9249999999999998,-0.041575492341356685
pnad_raca_svm_usd-1,0.856,0.875450288184438,2.1882136279926336,0.05200059641105618,0.21044040708827402,0.38249158249158255,0.29230769230769227,0.08219643307651987,0.856,0.7899343544857768,0.9116022099447514,0.9345999999999999,0.1400437636761488
pnad_raca_svm_usd0,0.862,0.8895811501178936,0.7614662808032974,-0.021922136118734156,0.0859869803567758,0.1808080808080808,0.05889724310776939,0.07803054861654038,0.862,0.7943107221006565,0.9189686924493554,0.9331999999999999,0.043763676148796504
pnad_raca_svm_rw,0.86,0.8895729630599948,0.7651096601372844,-0.02261526248131178,0.08204559339617065,0.1717171717171717,0.08181818181818185,0.07892249527410206,0.86,0.7943107221006565,0.9152854511970534,0.9301999999999999,0.04814004376367616
